,logFC,logCPM,insert,PValue,FDR
AR,-1.782040921,1.235852553,NA,1.64E-20,1.21E-19
TUBB2A,-1.098075836,3.600720546,NA,1.64E-20,1.21E-19
IGHV3-75,-2.314950985,-2.423524532,NA,1.70E-20,1.25E-19
BOC,-1.57202583,3.190565675,NA,1.77E-20,1.30E-19
CYP4F24P,-2.192931975,-2.795810441,NA,1.81E-20,1.33E-19
RNASE1,-1.191100572,6.992042826,NA,1.83E-20,1.34E-19
AC009093.3,-1.941086358,-0.094483451,NA,1.84E-20,1.35E-19
ITPKA,-1.37799981,3.974951698,NA,1.85E-20,1.36E-19
SAMD13,-1.218206093,3.036709945,NA,1.90E-20,1.39E-19
EXTL1,-1.725089343,-1.967571336,NA,2.02E-20,1.48E-19
THEMIS,-1.510322893,0.436840236,NA,2.13E-20,1.56E-19
TUBB6,-1.213850188,5.026741918,NA,2.15E-20,1.58E-19
SASH3,-1.206232952,3.624057757,NA,2.21E-20,1.61E-19
VWA3B,-1.50199284,-0.337975412,NA,2.33E-20,1.70E-19
BX284668.2,-1.91324141,-2.143775096,NA,2.39E-20,1.74E-19
LINC01351,-2.928426279,-2.85533685,NA,2.44E-20,1.78E-19
C1QTNF3,-1.314544441,2.375204679,NA,2.47E-20,1.80E-19
LINC01215,-1.7595029,-1.226207928,NA,2.55E-20,1.86E-19
FAM181B,-2.134376546,-1.622600622,NA,2.73E-20,1.99E-19
MEOX1,-1.435147028,1.145629264,NA,2.74E-20,1.99E-19
IGKV2-24,-2.267775491,3.218047505,NA,2.82E-20,2.05E-19
IGKV1OR22-5,-2.28502798,-2.017336599,NA,2.84E-20,2.06E-19
THBS4,-2.309245324,3.774079398,NA,2.99E-20,2.17E-19
RSAD2,-1.578423672,3.600740107,NA,3.14E-20,2.27E-19
CSF1,-1.004254331,4.622341683,NA,3.18E-20,2.30E-19
AC067735.1,-1.444028745,-2.414204068,NA,3.49E-20,2.52E-19
MIR100HG,-1.592665264,2.339088847,NA,3.57E-20,2.57E-19
TPSAB1,-1.642363478,2.987561492,NA,3.64E-20,2.63E-19
MIPOL1,-1.383520256,2.268176097,NA,3.82E-20,2.75E-19
XCL2,-1.734363322,-1.790135447,NA,3.86E-20,2.78E-19
USP30-AS1,-1.405669205,0.566869344,NA,3.91E-20,2.82E-19
ZNF582,-1.328104697,-0.343224422,NA,3.94E-20,2.84E-19
IGHV1OR16-3,-2.529638536,-2.975461043,NA,4.06E-20,2.92E-19
CD52,-1.305895329,3.515491406,NA,4.66E-20,3.34E-19
AC106739.2,-1.11835364,-1.243425196,NA,4.89E-20,3.50E-19
IGKV2OR2-1,-2.521284857,-2.773843732,NA,5.11E-20,3.65E-19
MRGPRE,-2.244254499,-3.445247135,NA,5.12E-20,3.66E-19
CBX6,-1.209807979,5.072934558,NA,5.17E-20,3.69E-19
AC113143.2,-1.624256349,-3.501795973,NA,5.38E-20,3.84E-19
PDGFRA,-1.182844606,5.083784567,NA,5.39E-20,3.85E-19
MYO15B,-1.136618734,7.331216499,NA,5.54E-20,3.94E-19
C22orf23,-1.092431246,-0.053651733,NA,5.76E-20,4.10E-19
IL2,-1.940283479,-3.639850132,NA,5.80E-20,4.13E-19
CABCOCO1,-1.688753586,-1.670001621,NA,5.96E-20,4.24E-19
CD96,-1.337174525,2.171792052,NA,5.99E-20,4.26E-19
AL391987.4,-1.880825808,-3.596771748,NA,6.22E-20,4.41E-19
LINC00324,-1.017500354,1.483530994,NA,6.36E-20,4.51E-19
GBP3,-1.266140235,5.805597109,NA,6.83E-20,4.83E-19
DLG1-AS1,-1.335362051,-1.954341071,NA,6.89E-20,4.87E-19
IGHV3-66,-2.191111758,1.67089734,NA,7.27E-20,5.14E-19
LINC02202,-1.275234573,-1.769284133,NA,7.30E-20,5.16E-19
ADAMTS7P4,-1.211466785,-2.128022466,NA,7.34E-20,5.19E-19
AC009336.1,-1.884866188,-2.956044767,NA,7.37E-20,5.20E-19
TRG-AS1,-1.321866777,0.00547598,NA,7.95E-20,5.61E-19
SOBP,-1.308874187,2.200483777,NA,8.00E-20,5.64E-19
BACH2,-1.583077344,0.884543723,NA,8.21E-20,5.78E-19
GAREM2,-1.092450989,2.197193468,NA,8.30E-20,5.84E-19
AC022893.2,-2.186604273,-3.103279451,NA,8.31E-20,5.85E-19
MIR8071-2,-2.157792935,-2.671723312,NA,8.33E-20,5.87E-19
SLC3A1,-1.59567476,3.970075017,NA,8.34E-20,5.87E-19
ZNF568,-1.310052637,0.91024191,NA,8.48E-20,5.97E-19
AC063944.2,-1.70072889,-3.378814586,NA,8.54E-20,6.00E-19
MS4A4E,-1.623510559,-2.335073009,NA,8.83E-20,6.20E-19
AC022915.2,-1.74269527,-3.538711372,NA,9.06E-20,6.36E-19
GZMM,-1.503981846,0.227330394,NA,9.41E-20,6.60E-19
KRT8P24,-1.720495328,-1.626088605,NA,9.45E-20,6.63E-19
AL451042.2,-1.023872455,-0.72159445,NA,9.63E-20,6.75E-19
LINC00892,-1.413799349,-1.738603275,NA,9.88E-20,6.92E-19
IGHV3-65,-2.290039427,-2.957063369,NA,1.01E-19,7.05E-19
KLHL30-AS1,-2.019253351,-3.356445098,NA,1.04E-19,7.27E-19
HSD17B1P1,-1.06613661,-0.751410984,NA,1.07E-19,7.49E-19
AL590226.1,-1.420892105,-2.773279893,NA,1.09E-19,7.60E-19
VSIG4,-1.567874425,3.699353585,NA,1.09E-19,7.60E-19
IGKV1OR2-9,-2.463245973,-3.158983409,NA,1.13E-19,7.89E-19
SYN2,-1.748902085,0.00494066,NA,1.17E-19,8.13E-19
HLX,-1.01286963,2.934998356,NA,1.22E-19,8.50E-19
AC133644.2,-1.857681301,-2.156215515,NA,1.23E-19,8.54E-19
NTN4,-1.019891236,4.122295981,NA,1.24E-19,8.66E-19
AMN,-1.439233462,5.949636204,NA,1.26E-19,8.78E-19
AC087482.1,-2.050342535,-2.099172797,NA,1.27E-19,8.85E-19
IGHV4-4,-2.696666974,-0.107443917,NA,1.28E-19,8.89E-19
TOX,-1.544740808,3.47006649,NA,1.38E-19,9.55E-19
AC025165.1,-1.590777414,-1.970264203,NA,1.52E-19,1.05E-18
CELA3B,-2.520499574,-2.306099688,NA,1.56E-19,1.08E-18
AP000439.2,-1.314419222,2.240104592,NA,1.56E-19,1.08E-18
IGHV3-19,-2.154573574,-0.900385075,NA,1.58E-19,1.09E-18
IGHV3-13,-2.280559993,1.862716987,NA,1.59E-19,1.10E-18
NPY1R,-2.031672149,1.077979465,NA,1.59E-19,1.10E-18
AC009549.1,-1.805640996,-2.173943797,NA,1.68E-19,1.16E-18
FKBP1B,-1.448197435,1.203772367,NA,1.72E-19,1.18E-18
CLEC4F,-1.809354598,-2.105948919,NA,1.81E-19,1.24E-18
EMCN,-1.147363564,2.444375324,NA,1.92E-19,1.32E-18
NBEAL1,-1.234786509,3.575736426,NA,1.93E-19,1.33E-18
ZCCHC24,-1.181092289,4.737478201,NA,2.00E-19,1.38E-18
EFS,-1.185043799,1.846440922,NA,2.02E-19,1.39E-18
ZNF304,-1.391949699,1.871309402,NA,2.06E-19,1.41E-18
SLC18A3,-2.732325661,-2.541485744,NA,2.17E-19,1.49E-18
HSPA2,-1.604092602,4.962127017,NA,2.22E-19,1.52E-18
GZMA,-1.548582549,2.731157102,NA,2.30E-19,1.57E-18
DEFB1,-1.901074684,2.017585106,NA,2.36E-19,1.62E-18
IGKV1OR2-118,-2.379770862,-3.406316823,NA,2.38E-19,1.63E-18
AC092868.1,-1.442687631,1.323278159,NA,2.44E-19,1.67E-18
TMIGD2,-1.425154452,-0.343994057,NA,2.48E-19,1.69E-18
CKMT1A,-1.050374918,3.924788496,NA,2.50E-19,1.71E-18
IGLL5,-2.002210509,5.685268881,NA,2.50E-19,1.71E-18
PHYHD1,-1.406403863,1.193188506,NA,2.54E-19,1.73E-18
AKR1C2,-1.556967151,2.019137962,NA,2.56E-19,1.75E-18
NRAP,-2.197079294,-0.857522589,NA,2.79E-19,1.89E-18
AP002026.1,-1.036424885,0.142956093,NA,2.79E-19,1.90E-18
AP001065.1,-1.522514394,-1.780539674,NA,2.83E-19,1.93E-18
AFF2,-1.867458145,-1.552028222,NA,3.01E-19,2.04E-18
KCNQ5,-2.078206768,-1.303312078,NA,3.09E-19,2.10E-18
C14orf180,-2.979754849,-2.370186442,NA,3.17E-19,2.15E-18
IGKV2-28,-2.666084609,-1.102272366,NA,3.17E-19,2.15E-18
CSF1R,-1.287571225,5.158380959,NA,3.24E-19,2.20E-18
APBB1IP,-1.246470446,2.646683745,NA,3.25E-19,2.20E-18
AL136537.2,-2.469852308,-3.067691907,NA,3.55E-19,2.40E-18
AL157996.1,-2.078104529,-3.392683864,NA,3.57E-19,2.41E-18
IGKV1D-27,-2.553694174,-1.089060636,NA,3.61E-19,2.44E-18
HIGD1AP1,-1.600636394,-3.081665651,NA,3.94E-19,2.65E-18
SCIMP,-1.307369608,1.54816715,NA,4.03E-19,2.72E-18
LINC01797,-2.433846716,-3.688415596,NA,4.14E-19,2.79E-18
ZNF454,-1.37271555,-1.718276481,NA,4.20E-19,2.82E-18
LOXL4,-1.542484419,1.416219157,NA,4.21E-19,2.83E-18
ITGB7,-1.338410334,2.501450421,NA,4.46E-19,2.99E-18
BX664727.3,-1.793017193,-3.039174716,NA,4.53E-19,3.04E-18
SCN1B,-1.156957595,1.556222338,NA,4.63E-19,3.11E-18
OTOA,-1.341962838,-2.106768952,NA,4.66E-19,3.13E-18
IGHV3OR16-11,-2.326980288,-2.49256326,NA,4.67E-19,3.13E-18
ZFP3,-1.015353643,3.01223422,NA,4.83E-19,3.24E-18
EFEMP1,-1.442082158,5.105792418,NA,4.84E-19,3.24E-18
SLC14A2,-2.515972334,-0.556857264,NA,5.20E-19,3.48E-18
NALT1,-1.399248334,-0.298568316,NA,5.28E-19,3.53E-18
LINC01990,-1.925709289,-3.704832988,NA,5.30E-19,3.55E-18
AC004637.1,-2.03123166,-3.16771331,NA,5.55E-19,3.71E-18
NGFR,-1.803872418,1.848892356,NA,5.98E-19,3.99E-18
AC008808.2,-2.076256007,-3.387189337,NA,6.21E-19,4.14E-18
AL161719.1,-1.431557376,-2.886990975,NA,6.21E-19,4.14E-18
HPCAL4,-1.830946707,-2.365241706,NA,6.27E-19,4.17E-18
AP005018.2,-2.616170947,0.092688708,NA,6.53E-19,4.34E-18
ACSBG1,-1.057415081,-1.096382799,NA,6.54E-19,4.35E-18
PDE6G,-1.296191671,-0.890132042,NA,6.64E-19,4.41E-18
AIF1,-1.141430301,3.492676322,NA,6.68E-19,4.44E-18
AL136295.3,-1.524304042,-3.570857179,NA,6.89E-19,4.57E-18
NUDT11,-1.459048509,-0.267209611,NA,6.90E-19,4.58E-18
KCTD8,-2.596745339,-2.945716833,NA,7.24E-19,4.80E-18
RIMKLB,-1.323445469,2.370599874,NA,7.25E-19,4.81E-18
AC093890.1,-1.3799388,-3.015989699,NA,7.45E-19,4.93E-18
AC090164.3,-1.513375258,-2.918271791,NA,7.98E-19,5.27E-18
AHRR,-1.219056071,0.974067794,NA,8.52E-19,5.62E-18
AC025280.2,-1.629670945,-3.270312825,NA,8.74E-19,5.76E-18
AC007671.1,-1.819959988,-3.649399361,NA,8.78E-19,5.78E-18
AC005699.1,-1.688281289,-2.594926896,NA,9.21E-19,6.06E-18
DOCK2,-1.285343961,3.715542586,NA,9.31E-19,6.12E-18
F8,-1.041473555,2.337164634,NA,9.38E-19,6.17E-18
TFCP2L1,-1.250032722,6.22565096,NA,9.42E-19,6.19E-18
AC025580.1,-1.602248251,2.420667823,NA,9.84E-19,6.46E-18
AOC4P,-1.628484574,-2.460773519,NA,1.03E-18,6.77E-18
ADGRG4,-3.068154449,-3.405138741,NA,1.07E-18,7.03E-18
IGKV1-6,-2.027048691,3.359309426,NA,1.16E-18,7.55E-18
AC009831.3,-1.789208251,-3.649220113,NA,1.18E-18,7.72E-18
MAN1C1,-1.108894725,2.954803304,NA,1.22E-18,7.93E-18
AL133467.1,-1.714735156,-2.313677283,NA,1.28E-18,8.37E-18
SIGLEC16,-1.295426889,-1.260189042,NA,1.36E-18,8.85E-18
IGLV8-61,-2.30272572,3.671633789,NA,1.43E-18,9.32E-18
C3orf85,-1.730285388,1.962396688,NA,1.50E-18,9.77E-18
CDH23,-1.28035006,0.987544757,NA,1.54E-18,9.97E-18
AL592546.1,-1.196852479,-1.365873336,NA,1.63E-18,1.06E-17
NECTIN3,-1.075178471,4.684972695,NA,1.68E-18,1.09E-17
NAALAD2,-1.278496715,-0.604368671,NA,1.71E-18,1.11E-17
ARHGAP28,-1.224280561,1.037606825,NA,1.75E-18,1.13E-17
EVI2A,-1.409702611,2.19893974,NA,1.84E-18,1.19E-17
AC006237.1,-1.813442032,-3.40817293,NA,1.95E-18,1.26E-17
AC244205.1,-1.876840847,-2.594345044,NA,2.01E-18,1.30E-17
FCN1,-1.719905903,1.843862422,NA,2.09E-18,1.35E-17
GPR183,-1.277325766,2.912786544,NA,2.10E-18,1.36E-17
DST,-1.060548885,6.841931295,NA,2.15E-18,1.39E-17
AC120036.4,-1.758962493,-2.664438812,NA,2.18E-18,1.40E-17
A1CF,-1.212241064,4.765412532,NA,2.32E-18,1.49E-17
KLF8,-1.185506819,1.17112236,NA,2.46E-18,1.58E-17
ZFPM2,-1.42068109,1.142153782,NA,2.47E-18,1.59E-17
IGHV1OR16-1,-2.228383134,-2.596656626,NA,2.58E-18,1.65E-17
GRIK1,-1.72959162,-1.580358873,NA,2.62E-18,1.68E-17
RHOJ,-1.047955872,2.815353857,NA,2.68E-18,1.72E-17
PLCL1,-1.198890552,1.468157417,NA,2.75E-18,1.76E-17
CYP26B1,-1.34951803,1.568819949,NA,2.92E-18,1.87E-17
IGHV3-73,-2.133437809,2.971870813,NA,2.96E-18,1.89E-17
IGLV4-3,-2.360639419,-1.822796704,NA,3.01E-18,1.93E-17
LDLRAD2,-1.004693446,0.558975571,NA,3.06E-18,1.95E-17
CLEC4M,-2.617741995,-3.21596532,NA,3.41E-18,2.17E-17
CRTAC1,-2.042981271,-0.272288481,NA,3.44E-18,2.19E-17
ENPP1,-1.191956059,3.4323136,NA,3.53E-18,2.25E-17
IGLV1-51,-1.974086652,5.004856084,NA,3.80E-18,2.42E-17
AL645933.2,-1.036437649,0.739508909,NA,3.89E-18,2.47E-17
IL12A-AS1,-1.514995509,-2.657565901,NA,3.93E-18,2.50E-17
HRC,-1.039191863,-0.689708712,NA,4.41E-18,2.80E-17
AC136443.1,-2.679495362,-3.042626397,NA,4.42E-18,2.80E-17
IGHV3-54,-2.184891993,-3.380966176,NA,4.62E-18,2.92E-17
CYP4F12,-1.167415634,4.680745347,NA,4.88E-18,3.09E-17
LINC01268,-1.149420333,0.487897732,NA,4.93E-18,3.12E-17
IP6K3,-1.513915773,-0.75287571,NA,5.11E-18,3.23E-17
NPAS3,-1.645127722,-0.871539947,NA,5.12E-18,3.24E-17
AL139125.2,-1.349039654,-2.099896787,NA,5.24E-18,3.31E-17
IGKV1D-42,-2.202172605,-0.912960781,NA,5.37E-18,3.39E-17
SNCB,-2.059013415,-3.002208151,NA,5.48E-18,3.46E-17
GNG13,-2.160039536,-1.130846425,NA,5.82E-18,3.66E-17
HID1-AS1,-1.426991949,-3.046839872,NA,6.00E-18,3.77E-17
KCNJ2-AS1,-1.073843858,0.458868202,NA,6.68E-18,4.19E-17
ZSCAN18,-1.370978633,3.153340809,NA,6.78E-18,4.25E-17
CNTNAP3B,-1.91322041,-1.510996066,NA,6.93E-18,4.34E-17
CXCL13,-1.916060357,2.861911425,NA,7.17E-18,4.48E-17
GGT8P,-1.921627725,-3.331394497,NA,7.19E-18,4.50E-17
C5orf64,-1.820128569,-3.646762871,NA,7.85E-18,4.90E-17
AC092287.1,-1.058009101,-1.504731653,NA,7.90E-18,4.93E-17
FRMD1,-1.589449168,3.612897382,NA,8.20E-18,5.11E-17
SOX5,-1.387828781,0.075247535,NA,8.53E-18,5.31E-17
TRBV2,-1.566434583,-2.368022304,NA,9.00E-18,5.60E-17
ACVR1C,-1.279700071,2.765071217,NA,9.04E-18,5.62E-17
TAS1R1,-1.894201499,-2.539656447,NA,9.25E-18,5.75E-17
FTH1P7,-1.007657967,0.571088628,NA,9.38E-18,5.82E-17
MYH2,-2.591614153,-3.148344111,NA,1.02E-17,6.29E-17
TRGV10,-1.646191217,-2.160151486,NA,1.07E-17,6.65E-17
HIST1H3E,-1.144407405,-0.191870003,NA,1.11E-17,6.88E-17
GVINP1,-1.350031777,1.531211531,NA,1.14E-17,7.02E-17
TAL1,-1.09902893,0.539626237,NA,1.24E-17,7.63E-17
FAM19A2,-1.150748927,-0.26711231,NA,1.26E-17,7.74E-17
NRG4,-1.5174815,-0.886763711,NA,1.28E-17,7.86E-17
AC138207.3,-1.246538329,-2.811200384,NA,1.35E-17,8.27E-17
AL158837.1,-1.448239901,-1.885340048,NA,1.40E-17,8.62E-17
AC126177.6,-2.041843263,-3.111662772,NA,1.50E-17,9.21E-17
MIR378A,-1.541232479,-3.457347022,NA,1.60E-17,9.78E-17
AL136164.4,-1.51573516,-2.349071568,NA,1.65E-17,1.01E-16
ADGRL2,-1.128079359,3.536508778,NA,1.79E-17,1.09E-16
AC090152.1,-1.42194845,0.833264643,NA,1.82E-17,1.11E-16
GPR156,-1.480555874,-1.893774463,NA,1.85E-17,1.12E-16
SLC13A2,-2.149053382,3.676974491,NA,1.90E-17,1.16E-16
IGLV7-35,-2.52386137,-3.469778631,NA,1.93E-17,1.18E-16
SMIM2,-1.498467411,-2.859889539,NA,2.03E-17,1.23E-16
GOLGA8R,-1.314281108,-2.674875013,NA,2.07E-17,1.26E-16
LINC01915,-1.301458762,-0.988713845,NA,2.09E-17,1.27E-16
GPLD1,-1.080270837,-0.383652699,NA,2.14E-17,1.30E-16
IGLC3,-1.861767809,6.397287929,NA,2.20E-17,1.33E-16
KCNMB2,-1.834375516,-2.190562945,NA,2.24E-17,1.35E-16
LRRC4C,-1.882256256,-1.066660282,NA,2.25E-17,1.36E-16
NXPH3,-1.682470454,1.896056703,NA,2.25E-17,1.36E-16
AC068594.1,-1.447631853,-2.208255955,NA,2.27E-17,1.38E-16
IGHV3-60,-2.070544955,-1.388509422,NA,2.33E-17,1.41E-16
IGHV7-27,-2.274540086,-2.54257997,NA,2.34E-17,1.41E-16
IGKV1-5,-1.847755956,6.298868021,NA,2.34E-17,1.41E-16
IGLV3-9,-2.20606003,2.695300618,NA,2.46E-17,1.48E-16
TRDV1,-2.21785454,-2.258482791,NA,2.54E-17,1.53E-16
PRR13P5,-1.102767839,1.243313146,NA,2.58E-17,1.55E-16
GPR17,-1.613413307,-0.575214928,NA,2.59E-17,1.56E-16
ARHGEF26-AS1,-1.9911145,-1.93954364,NA,2.69E-17,1.62E-16
CDK15,-1.670228068,-1.768321885,NA,2.72E-17,1.64E-16
PTPRT,-1.707157923,-1.356543171,NA,3.05E-17,1.83E-16
IGKV3D-11,-1.98625553,0.941522043,NA,3.10E-17,1.86E-16
MAGI2-AS3,-1.302695326,2.349827184,NA,3.15E-17,1.88E-16
AC092111.1,-1.468415053,-2.176477914,NA,3.22E-17,1.93E-16
CIDEB,-1.557606769,-2.05794906,NA,3.32E-17,1.98E-16
AC245517.5,-2.218360429,-3.470244795,NA,3.50E-17,2.09E-16
RGS22,-1.836411048,-2.074372031,NA,3.61E-17,2.15E-16
CALN1,-1.980269225,-2.946588512,NA,3.75E-17,2.23E-16
GUCY1A1,-1.376111076,3.84409705,NA,3.90E-17,2.32E-16
IGLV4-69,-2.142967205,4.08512913,NA,3.97E-17,2.36E-16
FOXI2,-1.796154391,-2.951727654,NA,4.04E-17,2.40E-16
AC246787.2,-1.959719766,-3.275310603,NA,4.09E-17,2.43E-16
LINC02139,-1.278430455,-3.122999196,NA,4.27E-17,2.53E-16
KRT8P32,-1.210121441,-1.694129715,NA,4.46E-17,2.64E-16
TRPC1,-1.21331206,1.098045837,NA,4.50E-17,2.67E-16
TNFAIP8L2,-1.042641153,1.414188665,NA,4.53E-17,2.68E-16
LTK,-1.678209489,2.862355488,NA,4.55E-17,2.69E-16
AL135924.2,-1.981658882,-2.898897661,NA,4.58E-17,2.71E-16
CCDC129,-1.992991896,-1.312884809,NA,4.59E-17,2.72E-16
SLCO1C1,-1.410269395,-1.77688802,NA,4.63E-17,2.74E-16
AC092376.2,-1.355041779,-1.468125228,NA,4.74E-17,2.80E-16
CR1,-1.66683378,1.176901289,NA,4.77E-17,2.82E-16
TRDC,-1.782791144,0.250074193,NA,4.77E-17,2.82E-16
AC093627.7,-1.669692956,-2.936760356,NA,4.97E-17,2.93E-16
AP001610.2,-1.365267894,-1.068625438,NA,5.01E-17,2.96E-16
ATP8B2,-1.069901224,3.974772128,NA,5.02E-17,2.96E-16
AL109936.2,-1.310330008,-0.767418449,NA,5.17E-17,3.04E-16
IGHV3OR16-12,-2.079421628,-2.461808292,NA,5.20E-17,3.06E-16
CACNA2D3,-1.282095846,-0.514908113,NA,5.25E-17,3.09E-16
ADGRD1,-1.450439986,1.928685752,NA,5.30E-17,3.12E-16
MAGEH1,-1.029105394,2.985657292,NA,5.46E-17,3.21E-16
THRB-AS1,-1.53773511,-2.609446191,NA,5.54E-17,3.26E-16
IGKV1-8,-2.055670124,1.400256032,NA,5.70E-17,3.35E-16
SCTR,-1.725580407,-1.613525656,NA,5.78E-17,3.39E-16
CYSLTR2,-1.354192248,-0.231287742,NA,6.03E-17,3.54E-16
TEPP,-1.577747568,-3.442150563,NA,6.12E-17,3.59E-16
KLHL10,-1.561608851,-3.296364268,NA,6.19E-17,3.63E-16
HECTD2,-1.08718577,1.96821415,NA,6.23E-17,3.65E-16
COL28A1,-1.512987693,1.996637211,NA,6.79E-17,3.97E-16
RPL7AP28,-1.828793235,-3.156596498,NA,6.88E-17,4.02E-16
AQP4,-2.475663528,-3.021601557,NA,7.03E-17,4.10E-16
FTH1P3,-1.001491125,-0.711457486,NA,7.04E-17,4.11E-16
SMPX,-2.428811506,0.172280106,NA,7.07E-17,4.12E-16
AC009163.6,-2.115372309,-2.272091054,NA,7.40E-17,4.31E-16
IGHV1-12,-2.10146206,-1.034808714,NA,7.72E-17,4.49E-16
FGD2,-1.011924265,2.673991719,NA,7.83E-17,4.56E-16
SHOX,-1.693221267,-2.364513211,NA,8.07E-17,4.69E-16
FAM189A1,-1.939036122,2.367907323,NA,8.18E-17,4.75E-16
RPL10P7,-1.40932856,-3.026888532,NA,8.69E-17,5.05E-16
AC087241.3,-1.570990729,-3.385764939,NA,8.71E-17,5.06E-16
AC097637.2,-1.40336906,-2.741282407,NA,8.91E-17,5.17E-16
UST,-1.526115318,1.773706044,NA,9.05E-17,5.25E-16
ANKRD36BP2,-1.762237459,1.062944258,NA,9.24E-17,5.36E-16
RAB44,-1.394323209,-1.687372186,NA,9.39E-17,5.44E-16
CCR9,-1.611529173,-1.868969681,NA,9.55E-17,5.53E-16
SOWAHA,-1.177690893,4.292657586,NA,9.65E-17,5.58E-16
AL161935.3,-1.380965401,-3.082290113,NA,1.02E-16,5.90E-16
AL691447.2,-1.360207107,-2.00172359,NA,1.09E-16,6.30E-16
BHMT2,-1.751737474,0.394728503,NA,1.16E-16,6.65E-16
RBP5,-1.051598748,1.669447398,NA,1.16E-16,6.66E-16
LINC00643,-1.870862739,-3.388803457,NA,1.20E-16,6.90E-16
PRPH2,-1.160705158,-0.689977375,NA,1.24E-16,7.13E-16
IGLV7-46,-2.183830289,3.62916415,NA,1.26E-16,7.21E-16
SSTR1,-1.354404563,2.962436585,NA,1.26E-16,7.23E-16
AC011247.3,-1.797694767,-3.576417971,NA,1.26E-16,7.23E-16
AP000229.1,-1.462139747,-2.492567704,NA,1.27E-16,7.26E-16
CNTNAP3P2,-1.869680876,-2.961040749,NA,1.27E-16,7.30E-16
HDC,-1.43078521,0.312162163,NA,1.34E-16,7.69E-16
MT1L,-1.4353115,0.540624313,NA,1.38E-16,7.86E-16
KCTD4,-2.293010995,-1.60761218,NA,1.46E-16,8.32E-16
AC080100.1,-2.05742891,-3.28587013,NA,1.48E-16,8.45E-16
GNAZ,-1.14453263,1.923461483,NA,1.49E-16,8.48E-16
MIR4697HG,-1.478333412,1.928270304,NA,1.49E-16,8.51E-16
ID2-AS1,-1.334650545,0.01717111,NA,1.55E-16,8.83E-16
PIK3CD,-1.045676102,3.385897221,NA,1.56E-16,8.91E-16
AC104170.1,-1.042127589,-0.593694832,NA,1.63E-16,9.28E-16
AKAP7,-1.216832171,3.553186913,NA,1.68E-16,9.53E-16
NHSL2,-1.56420027,-0.442875219,NA,1.74E-16,9.85E-16
KCNH1,-1.30312878,-1.889508679,NA,1.75E-16,9.92E-16
IGHV1-14,-2.053285666,-1.880172472,NA,1.86E-16,1.05E-15
CD40LG,-1.246169974,-0.013095161,NA,1.89E-16,1.07E-15
IGLV2-23,-1.941803513,5.528458254,NA,1.92E-16,1.08E-15
IGHV3-38,-2.02606718,-0.914441219,NA,1.98E-16,1.12E-15
ACTL6B,-2.233713283,-3.13084014,NA,2.04E-16,1.15E-15
IGHV3-53,-2.008072728,2.8801666,NA,2.04E-16,1.15E-15
ABCG5,-1.827450103,0.094582831,NA,2.08E-16,1.17E-15
IL17B,-1.233405407,-1.713759939,NA,2.12E-16,1.19E-15
LINC00163,-1.952787254,-3.635746479,NA,2.16E-16,1.21E-15
SCG3,-2.197342995,0.076758149,NA,2.18E-16,1.23E-15
ZNF831,-1.430728918,0.008754015,NA,2.23E-16,1.25E-15
IGHV3-35,-2.013148669,-0.545275745,NA,2.37E-16,1.33E-15
TWIST2,-1.364632135,0.656537028,NA,2.42E-16,1.36E-15
C2orf72,-1.130486185,4.801006235,NA,2.55E-16,1.43E-15
CALB2,-1.961955292,2.074962119,NA,2.61E-16,1.46E-15
LINC01266,-1.897449347,-3.084199511,NA,2.64E-16,1.48E-15
CHST15,-1.118911676,4.098244007,NA,2.78E-16,1.55E-15
NRG1,-1.439997916,1.552394141,NA,2.82E-16,1.57E-15
IGHM,-1.880718311,8.037726804,NA,2.87E-16,1.60E-15
CASC16,-1.473172089,-2.118680825,NA,2.91E-16,1.62E-15
PDLIM7,-1.013258134,5.848382687,NA,3.03E-16,1.69E-15
EFHD1,-1.133594395,1.462004188,NA,3.11E-16,1.73E-15
WDFY4,-1.231368014,2.895679803,NA,3.14E-16,1.75E-15
FUT9,-3.055837866,-2.925196062,NA,3.15E-16,1.76E-15
MTCO3P12,-2.1490607,3.826476743,NA,3.29E-16,1.83E-15
IGHV1-18,-1.893580553,5.131289739,NA,3.36E-16,1.87E-15
ATP5PBP5,-1.369523317,-2.501200755,NA,3.36E-16,1.87E-15
PSMA8,-1.95245801,-3.659376266,NA,3.39E-16,1.89E-15
DUSP1,-1.146512937,6.874466889,NA,3.45E-16,1.92E-15
CCR7,-1.352257757,1.700180799,NA,3.47E-16,1.93E-15
IGKV2D-28,-2.736772214,-2.029043167,NA,3.54E-16,1.96E-15
CSF2RB,-1.241633734,3.779280538,NA,3.59E-16,1.99E-15
LRRC4B,-1.147481399,0.385843381,NA,3.59E-16,1.99E-15
ST6GALNAC1,-1.453828886,7.241095306,NA,3.66E-16,2.03E-15
AL356599.1,-1.096559828,-0.014800864,NA,3.91E-16,2.16E-15
P2RY13,-1.354882484,1.472137263,NA,4.04E-16,2.23E-15
ITGAL,-1.182022359,3.731721226,NA,4.12E-16,2.27E-15
BST1,-1.162941199,2.377554132,NA,4.16E-16,2.30E-15
AL139339.1,-1.413927185,-3.294203797,NA,4.16E-16,2.30E-15
AC087277.2,-1.646953353,-2.722737342,NA,4.27E-16,2.35E-15
C5orf66-AS1,-1.512665168,-1.503675286,NA,4.35E-16,2.39E-15
